Station Name,Station Latitude,Station Longitude,Available Bikes,Empty Slots,Bubble Tea Shop Name,Rating,Business Latitude,Business Longitude
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Gong Cha,4,49.2838435,-123.1133592
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Boba Run,4.5,49.2819027,-123.1074516
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Xing Fu Tang,3.5,49.2833513,-123.1163056
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Deer Alley Restaurant,4.5,49.28537,-123.11709
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Bubble Waffle Cafe,4.5,49.28531748,-123.1171067
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Presotea,3,49.28466148,-123.1162235
Bute & Barclay,49.284893,-123.128685,13,1,Jenjudan,4.5,49.286041,-123.1273567
Bute & Barclay,49.284893,-123.128685,13,1,Machi Machi,4,49.28580788,-123.1267723
Bute & Barclay,49.284893,-123.128685,13,1,Bubble World,4,49.2874205,-123.128873
Bute & Barclay,49.284893,-123.128685,13,1,Blackball,4,49.28561,-123.12697
Bute & Barclay,49.284893,-123.128685,13,1,Happy Lemon,3.5,49.2856474,-123.1266978
Bute & Barclay,49.284893,-123.128685,13,1,Feng Cha,3.5,49.28561,-123.12697
Bute & Barclay,49.284893,-123.128685,13,1,Dinesty Dumpling House,4,49.2908176,-123.1343912
8th & Yukon,49.263962,-123.112621,5,16,Sharetea,4,49.2599346,-123.1148551
8th & Yukon,49.263962,-123.112621,5,16,Bubble Waffle Cafe,4,49.26086,-123.11629
8th & Yukon,49.263962,-123.112621,5,16,Hot Cha Cafe,4.5,49.2556974,-123.1149056
8th & Yukon,49.263962,-123.112621,5,16,OneZo Tapioca,4.5,49.2630371,-123.1180803
8th & Yukon,49.263962,-123.112621,5,16,Ben Gong’s Tea,3.5,49.25561,-123.1149094
Dunsmuir & Richards,49.282214,-123.114101,1,20,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Dunsmuir & Richards,49.282214,-123.114101,1,20,Sharetea,4,49.2834699,-123.1144227
Dunsmuir & Richards,49.282214,-123.114101,1,20,Gong Cha,4,49.2838435,-123.1133592
Dunsmuir & Richards,49.282214,-123.114101,1,20,Boba Run,4.5,49.2819027,-123.1074516
Dunsmuir & Richards,49.282214,-123.114101,1,20,Xing Fu Tang,3.5,49.2833513,-123.1163056
Dunsmuir & Richards,49.282214,-123.114101,1,20,Charisma Cafe & Dessert House,4,49.28018,-123.10866
Dunsmuir & Richards,49.282214,-123.114101,1,20,Bubble King,3.5,49.28038956,-123.106067
Dunsmuir & Richards,49.282214,-123.114101,1,20,Deer Alley Restaurant,4.5,49.28537,-123.11709
Dunsmuir & Richards,49.282214,-123.114101,1,20,Presotea,3,49.28466148,-123.1162235
5th & Main,49.266456,-123.100324,2,18,The Bubble Tea Shop,3,49.27024655,-123.1063933
3rd & Quebec,49.268216,-123.103168,13,7,The Bubble Tea Shop,3,49.27024655,-123.1063933
Richards & Cordova,49.284554,-123.111031,9,7,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Richards & Cordova,49.284554,-123.111031,9,7,Sharetea,4,49.2834699,-123.1144227
Richards & Cordova,49.284554,-123.111031,9,7,Gong Cha,4,49.2838435,-123.1133592
Richards & Cordova,49.284554,-123.111031,9,7,Boba Run,4.5,49.2819027,-123.1074516
Richards & Cordova,49.284554,-123.111031,9,7,Xing Fu Tang,3.5,49.2833513,-123.1163056
Richards & Cordova,49.284554,-123.111031,9,7,Charisma Cafe & Dessert House,4,49.28018,-123.10866
Richards & Cordova,49.284554,-123.111031,9,7,Bubble King,3.5,49.28038956,-123.106067
Richards & Cordova,49.284554,-123.111031,9,7,My Toan,2.5,49.2845498,-123.1123772
Richards & Cordova,49.284554,-123.111031,9,7,Tiger Sugar,3,49.28398,-123.11347
Richards & Cordova,49.284554,-123.111031,9,7,Deer Alley Restaurant,4.5,49.28537,-123.11709
Richards & Cordova,49.284554,-123.111031,9,7,Presotea,3,49.28466148,-123.1162235
Richards & Robson,49.280216,-123.117639,8,12,Gong Cha,3,49.2792027,-123.1167521
Richards & Robson,49.280216,-123.117639,8,12,Jenjudan Yaletown,4,49.27833,-123.11621
Richards & Robson,49.280216,-123.117639,8,12,Gong cha,5,49.27905,-123.11695
Richards & Robson,49.280216,-123.117639,8,12,Ikoi cha,2.5,49.27905,-123.11695
Richards & Robson,49.280216,-123.117639,8,12,Little Bee Bubble Tea,4.5,49.27960478,-123.1154158
Richards & Robson,49.280216,-123.117639,8,12,Teaspoons & Company,4.5,49.279506,-123.1243488
Richards & Robson,49.280216,-123.117639,8,12,The Alley,3.5,49.2808317,-123.1247428
Richards & Robson,49.280216,-123.117639,8,12,Tea Drop Café,5,49.279501,-123.124057
Richards & Robson,49.280216,-123.117639,8,12,Atelier by Chatime,3.5,49.28030775,-123.1184253
Richards & Robson,49.280216,-123.117639,8,12,Yet’s Cafe,3.5,49.27771297,-123.1310082
Richards & Robson,49.280216,-123.117639,8,12,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Richards & Robson,49.280216,-123.117639,8,12,Cha Yuan,4.5,49.27402,-123.12243
Richards & Robson,49.280216,-123.117639,8,12,Sharetea,4,49.2834699,-123.1144227
Richards & Robson,49.280216,-123.117639,8,12,Gong Cha,4,49.2838435,-123.1133592
Richards & Robson,49.280216,-123.117639,8,12,Boba Run,4.5,49.2819027,-123.1074516
Richards & Robson,49.280216,-123.117639,8,12,Xing Fu Tang,3.5,49.2833513,-123.1163056
Olympic Village Station,49.266314,-123.116011,9,17,OneZo Tapioca,4.5,49.2630371,-123.1180803
Olympic Village Station,49.266314,-123.116011,9,17,Bubble Waffle Cafe,4,49.26086,-123.11629
Olympic Village Station,49.266314,-123.116011,9,17,Sharetea,4,49.2599346,-123.1148551
Cardero & Davie,49.285512,-123.1384,5,13,Dinesty Dumpling House,4,49.2908176,-123.1343912
Cardero & Davie,49.285512,-123.1384,5,13,Ben Gong's Tea,3,49.28813431,-123.1403773
Cardero & Davie,49.285512,-123.1384,5,13,Chewgurt Yummy,4,49.28992,-123.13377
Cardero & Davie,49.285512,-123.1384,5,13,Yi Fang,3.5,49.29095872,-123.1341273
Cardero & Davie,49.285512,-123.1384,5,13,Comebuy,4,49.29082,-123.13506
Aquatic Centre,49.27821,-123.136972,22,18,Yet’s Cafe,3.5,49.27771297,-123.1310082
Aquatic Centre,49.27821,-123.136972,22,18,The Alley,3.5,49.2808317,-123.1247428
Aquatic Centre,49.27821,-123.136972,22,18,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Georgia & Homer,49.280787,-123.115271,3,15,Gong Cha,3,49.2792027,-123.1167521
Georgia & Homer,49.280787,-123.115271,3,15,Jenjudan Yaletown,4,49.27833,-123.11621
Georgia & Homer,49.280787,-123.115271,3,15,Gong cha,5,49.27905,-123.11695
Georgia & Homer,49.280787,-123.115271,3,15,Ikoi cha,2.5,49.27905,-123.11695
Georgia & Homer,49.280787,-123.115271,3,15,Little Bee Bubble Tea,4.5,49.27960478,-123.1154158
Georgia & Homer,49.280787,-123.115271,3,15,Charisma Cafe & Dessert House,4,49.28018,-123.10866
Georgia & Homer,49.280787,-123.115271,3,15,Boba Run,4.5,49.2819027,-123.1074516
Georgia & Homer,49.280787,-123.115271,3,15,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Georgia & Homer,49.280787,-123.115271,3,15,Bubble King,3.5,49.28038956,-123.106067
Georgia & Homer,49.280787,-123.115271,3,15,Gong Cha,4,49.2838435,-123.1133592
Georgia & Homer,49.280787,-123.115271,3,15,Sharetea,4,49.2834699,-123.1144227
Georgia & Homer,49.280787,-123.115271,3,15,Xing Fu Tang,3.5,49.2833513,-123.1163056
Georgia & Homer,49.280787,-123.115271,3,15,Cha Yuan,4.5,49.27402,-123.12243
Georgia & Homer,49.280787,-123.115271,3,15,Ben Gong’s Tea,2.5,49.27959442,-123.1155471
Columbia & 5th,49.266476,-123.109389,12,6,The Bubble Tea Shop,3,49.27024655,-123.1063933
Haro & Denman,49.290587,-123.13625,10,10,Dinesty Dumpling House,4,49.2908176,-123.1343912
Haro & Denman,49.290587,-123.13625,10,10,Chewgurt Yummy,4,49.28992,-123.13377
Haro & Denman,49.290587,-123.13625,10,10,Yi Fang,3.5,49.29095872,-123.1341273
Haro & Denman,49.290587,-123.13625,10,10,Bubble World,4,49.2874205,-123.128873
Haro & Denman,49.290587,-123.13625,10,10,Comebuy,4,49.29082,-123.13506
Haro & Denman,49.290587,-123.13625,10,10,Winter Bear,4.5,49.29048,-123.13735
Richards & Davie,49.275683,-123.124388,12,1,Teaspoons & Company,4.5,49.279506,-123.1243488
Richards & Davie,49.275683,-123.124388,12,1,The Alley,3.5,49.2808317,-123.1247428
Richards & Davie,49.275683,-123.124388,12,1,Tea Drop Café,5,49.279501,-123.124057
Richards & Davie,49.275683,-123.124388,12,1,Atelier by Chatime,3.5,49.28030775,-123.1184253
Richards & Davie,49.275683,-123.124388,12,1,Yet’s Cafe,3.5,49.27771297,-123.1310082
Richards & Davie,49.275683,-123.124388,12,1,Cha Yuan,4.5,49.27402,-123.12243
Richards & Davie,49.275683,-123.124388,12,1,Sharetea Yaletown,5,49.27609728,-123.1192943
Richards & Davie,49.275683,-123.124388,12,1,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Richards & Davie,49.275683,-123.124388,12,1,Jenjudan Yaletown,4,49.27833,-123.11621
Richards & Davie,49.275683,-123.124388,12,1,Gong Cha,3,49.2792027,-123.1167521
8th & Prince Edward,49.263518,-123.09568,8,8,Catoro Cafe,4,49.26216,-123.08963
